PC_Timestamp_ms,PC_DateTime,Arduino_millis,Signal_Value,Package_Num,HR
1764708981561,2025-12-02 15:56:21.561,16607,408,7,0
1764708981573,2025-12-02 15:56:21.573,16627,390,7,0
1764708981614,2025-12-02 15:56:21.614,16648,374,7,0
1764708981626,2025-12-02 15:56:21.626,16667,362,7,0
1764708981636,2025-12-02 15:56:21.636,16688,349,7,0
1764708981668,2025-12-02 15:56:21.668,16707,343,7,0
1764708981676,2025-12-02 15:56:21.676,16728,339,7,0
1764708981712,2025-12-02 15:56:21.712,16747,342,7,0
1764708981722,2025-12-02 15:56:21.722,16768,357,7,0
1764708981734,2025-12-02 15:56:21.734,16787,390,7,0
1764708981769,2025-12-02 15:56:21.769,16807,487,7,0
1764708981779,2025-12-02 15:56:21.779,16827,665,7,87
1764708981814,2025-12-02 15:56:21.814,16847,851,7,0
1764708981821,2025-12-02 15:56:21.821,16868,995,7,0
1764708981836,2025-12-02 15:56:21.836,16887,994,7,0
1764708981867,2025-12-02 15:56:21.867,16908,994,7,0
1764708981882,2025-12-02 15:56:21.882,16927,871,7,0
1764708981892,2025-12-02 15:56:21.892,16948,692,7,0
1764708981923,2025-12-02 15:56:21.923,16967,537,7,0
1764708981935,2025-12-02 15:56:21.935,16988,391,7,0
1764708981969,2025-12-02 15:56:21.969,17007,276,7,0
1764708981979,2025-12-02 15:56:21.979,17028,211,7,0
1764708982015,2025-12-02 15:56:22.015,17047,193,7,0
1764708982029,2025-12-02 15:56:22.029,17068,223,7,0
1764708982035,2025-12-02 15:56:22.035,17087,286,7,0
1764708982070,2025-12-02 15:56:22.070,17107,362,7,0
1764708982083,2025-12-02 15:56:22.083,17128,436,8,0
1764708982093,2025-12-02 15:56:22.093,17147,478,8,0
1764708982123,2025-12-02 15:56:22.123,17168,491,8,0
1764708982134,2025-12-02 15:56:22.134,17187,481,8,0
1764708982172,2025-12-02 15:56:22.172,17208,457,8,0
1764708982183,2025-12-02 15:56:22.183,17227,434,8,0
1764708982196,2025-12-02 15:56:22.196,17248,415,8,0
1764708982231,2025-12-02 15:56:22.231,17267,404,8,0
1764708982243,2025-12-02 15:56:22.243,17288,410,8,0
1764708982270,2025-12-02 15:56:22.270,17307,410,8,0
1764708982279,2025-12-02 15:56:22.279,17328,407,8,0
1764708982295,2025-12-02 15:56:22.295,17347,400,8,0
1764708982328,2025-12-02 15:56:22.328,17368,400,8,0
1764708982337,2025-12-02 15:56:22.337,17388,407,8,0
1764708982373,2025-12-02 15:56:22.373,17408,442,8,0
1764708982384,2025-12-02 15:56:22.384,17428,538,8,0
1764708982393,2025-12-02 15:56:22.393,17447,704,8,88
1764708982435,2025-12-02 15:56:22.435,17468,879,8,0
1764708982446,2025-12-02 15:56:22.446,17487,993,8,0
1764708982451,2025-12-02 15:56:22.451,17508,996,8,0
1764708982487,2025-12-02 15:56:22.487,17527,937,8,0
1764708982497,2025-12-02 15:56:22.497,17548,779,8,0
1764708982532,2025-12-02 15:56:22.532,17567,614,8,0
1764708982542,2025-12-02 15:56:22.542,17588,467,8,0
1764708982557,2025-12-02 15:56:22.557,17608,341,8,0
1764708982588,2025-12-02 15:56:22.588,17628,202,8,0
1764708982601,2025-12-02 15:56:22.601,17648,16,8,0
1764708982639,2025-12-02 15:56:22.639,17668,0,8,0
1764708982643,2025-12-02 15:56:22.643,17688,0,8,0
1764708982656,2025-12-02 15:56:22.656,17708,0,8,0
1764708982696,2025-12-02 15:56:22.696,17727,0,8,0
1764708982705,2025-12-02 15:56:22.705,17747,0,8,0
1764708982737,2025-12-02 15:56:22.737,17767,0,8,0
1764708982748,2025-12-02 15:56:22.748,17787,0,8,0
1764708982760,2025-12-02 15:56:22.760,17807,114,8,0
1764708982798,2025-12-02 15:56:22.798,17827,373,8,0
1764708982806,2025-12-02 15:56:22.806,17847,552,8,0
1764708982814,2025-12-02 15:56:22.814,17867,655,8,0
1764708982846,2025-12-02 15:56:22.846,17887,689,8,0
1764708982854,2025-12-02 15:56:22.854,17907,679,8,92
1764708982891,2025-12-02 15:56:22.891,17928,647,8,0
1764708982899,2025-12-02 15:56:22.899,17947,603,8,0
1764708982912,2025-12-02 15:56:22.912,17968,572,8,0
1764708982944,2025-12-02 15:56:22.944,17987,537,8,0
1764708982955,2025-12-02 15:56:22.955,18008,496,8,0
1764708982991,2025-12-02 15:56:22.991,18027,446,8,0
1764708982999,2025-12-02 15:56:22.999,18048,404,8,0
1764708983015,2025-12-02 15:56:23.015,18067,419,8,0
1764708983050,2025-12-02 15:56:23.050,18087,544,8,0
1764708983060,2025-12-02 15:56:23.060,18107,752,8,0
1764708983070,2025-12-02 15:56:23.070,18127,948,9,0
1764708983105,2025-12-02 15:56:23.105,18147,994,9,0
1764708983114,2025-12-02 15:56:23.114,18167,990,9,99
1764708983152,2025-12-02 15:56:23.152,18188,852,9,0
1764708983158,2025-12-02 15:56:23.158,18207,688,9,0
1764708983195,2025-12-02 15:56:23.195,18228,524,9,0
1764708983203,2025-12-02 15:56:23.203,18247,412,9,0
