frame,time,ROI,BVP,BPM
12,600.0,right upper lip,0.9830265108211748,158.203125
12,600.0,left nasolabial fold,-1.3912097348412196,142.08984375
12,600.0,right nasolabial fold,-1.1253927767295928,76.171875
12,600.0,left temporal,2.1768730710071713,52.734375
12,600.0,right temporal,-0.0802536465327232,108.3984375
12,600.0,left malar,-1.205116251599503,39.55078125
12,600.0,right malar,-0.3150270754859343,190.4296875
12,600.0,left lower cheek,0.21462016286777988,64.453125
12,600.0,right lower cheek,-0.05823858279395908,64.453125
12,600.0,chin,0.7034336388235028,124.51171875
12,600.0,left marionette fold,-0.9546377439076289,52.734375
12,600.0,right marionette fold,-0.4700233955734115,180.17578125
13,650.0,lower medial forehead,0.41909280569394347,136.23046875
13,650.0,left lower lateral forehead,0.36680205402437543,58.59375
13,650.0,right lower lateral forehead,-0.8593218946517904,57.12890625
13,650.0,glabella,0.3726506702169633,55.6640625
13,650.0,upper nasal dorsum,-0.6915222808841466,92.28515625
13,650.0,lower nasal dorsum,-0.682678275061577,55.6640625
13,650.0,soft triangle,-2.311583753367833,61.5234375
13,650.0,left ala,-0.1227903242620383,57.12890625
13,650.0,right ala,0.8158944571414157,193.359375
13,650.0,nasal tip,-1.96446265714259,62.98828125
13,650.0,left lower nasal sidewall,-2.7883219429629245,175.78125
13,650.0,right lower nasal sidewall,-0.635362944464425,82.03125
13,650.0,left mid nasal sidewall,-0.7060152261558105,74.70703125
13,650.0,right mid nasal sidewall,-0.7345806211624388,109.86328125
13,650.0,philtrum,-1.996594040595109,125.9765625
13,650.0,left upper lip,-0.11591494805889078,68.84765625
13,650.0,right upper lip,0.857431173599966,158.203125
13,650.0,left nasolabial fold,-1.4011375737682976,142.08984375
13,650.0,right nasolabial fold,-1.0099711087566317,76.171875
13,650.0,left temporal,2.28828530968561,52.734375
13,650.0,right temporal,0.12448713750406834,108.3984375
13,650.0,left malar,-0.8084712814968407,39.55078125
13,650.0,right malar,-0.26736061734088246,190.4296875
13,650.0,left lower cheek,0.3685658088737433,64.453125
13,650.0,right lower cheek,-0.27106980559933835,64.453125
13,650.0,chin,0.9922895060220831,124.51171875
13,650.0,left marionette fold,-0.8952085511441434,52.734375
13,650.0,right marionette fold,-0.2996280883715973,180.17578125
14,700.0,lower medial forehead,0.561561015148788,136.23046875
14,700.0,left lower lateral forehead,0.37061695433209846,58.59375
14,700.0,right lower lateral forehead,-0.7875099661092857,57.12890625
14,700.0,glabella,0.5034072964886616,55.6640625
14,700.0,upper nasal dorsum,-0.5358567230123029,92.28515625
14,700.0,lower nasal dorsum,-0.7452890513420309,55.6640625
14,700.0,soft triangle,-2.3013652159756752,61.5234375
14,700.0,left ala,0.0053455412017380955,57.12890625
14,700.0,right ala,0.9269827668679439,193.359375
14,700.0,nasal tip,-1.6452726060655523,62.98828125
14,700.0,left lower nasal sidewall,-2.436850874449161,175.78125
14,700.0,right lower nasal sidewall,-0.9793744414203379,82.03125
14,700.0,left mid nasal sidewall,-0.86939138706392,74.70703125
14,700.0,right mid nasal sidewall,-1.5658067878629245,109.86328125
14,700.0,philtrum,-1.6823629884559355,125.9765625
14,700.0,left upper lip,-0.09983058572756866,68.84765625
14,700.0,right upper lip,0.5857958948318555,158.203125
14,700.0,left nasolabial fold,-1.3807903942349353,142.08984375
14,700.0,right nasolabial fold,-0.8755027468381416,76.171875
14,700.0,left temporal,2.2673621820687107,52.734375
14,700.0,right temporal,0.3323385106211071,108.3984375
14,700.0,left malar,-0.4611362220974218,39.55078125
14,700.0,right malar,-0.18767238172501596,190.4296875
14,700.0,left lower cheek,0.4169241421243479,64.453125
14,700.0,right lower cheek,-0.438760454932955,64.453125
14,700.0,chin,1.2453670011020042,124.51171875
14,700.0,left marionette fold,-0.8508313197609272,52.734375
14,700.0,right marionette fold,-0.049802869981452794,180.17578125
15,750.0,lower medial forehead,0.6642212726895612,136.23046875
15,750.0,left lower lateral forehead,0.4646193934652963,58.59375
15,750.0,right lower lateral forehead,-0.711570211134002,57.12890625
15,750.0,glabella,0.6983377464995429,55.6640625
15,750.0,upper nasal dorsum,-0.3452372159479385,92.28515625
15,750.0,lower nasal dorsum,-0.8606750203548524,55.6640625
15,750.0,soft triangle,-2.162231547522684,61.5234375
15,750.0,left ala,0.1745717551255684,57.12890625
15,750.0,right ala,0.923716612269638,193.359375
15,750.0,nasal tip,-1.168746365027954,62.98828125
15,750.0,left lower nasal sidewall,-1.8373853126184114,175.78125
15,750.0,right lower nasal sidewall,-1.2845762662145488,82.03125
15,750.0,left mid nasal sidewall,-0.9661522654256685,74.70703125
15,750.0,right mid nasal sidewall,-2.2252823526666496,109.86328125
15,750.0,philtrum,-1.3371856894789858,125.9765625
15,750.0,left upper lip,-0.10560324769593321,68.84765625
15,750.0,right upper lip,0.22257488791102512,158.203125
15,750.0,left nasolabial fold,-1.3200714884803648,142.08984375
15,750.0,right nasolabial fold,-0.7005875103690418,76.171875
15,750.0,left temporal,2.1124950489234515,52.734375
15,750.0,right temporal,0.5180615456494202,108.3984375
15,750.0,left malar,-0.16555413125646948,39.55078125
15,750.0,right malar,-0.08469419302117397,190.4296875
15,750.0,left lower cheek,0.38940811964949285,64.453125
15,750.0,right lower cheek,-0.526402937636936,64.453125
15,750.0,chin,1.444720092237654,124.51171875
15,750.0,left marionette fold,-0.8378396168321934,52.734375
15,750.0,right marionette fold,0.24754576226608463,180.17578125
16,800.0,lower medial forehead,0.698434199345779,136.23046875
16,800.0,left lower lateral forehead,0.6128287236166525,58.59375
16,800.0,right lower lateral forehead,-0.632211127182381,57.12890625
16,800.0,glabella,0.9306368654454648,55.6640625
16,800.0,upper nasal dorsum,-0.15170597781502132,92.28515625
16,800.0,lower nasal dorsum,-1.0241881958416457,55.6640625
16,800.0,soft triangle,-1.9014382533780616,61.5234375
16,800.0,left ala,0.3985999786147969,57.12890625
16,800.0,right ala,0.845820969702094,193.359375
16,800.0,nasal tip,-0.5550229412372133,62.98828125
16,800.0,left lower nasal sidewall,-1.0276142896523115,175.78125
16,800.0,right lower nasal sidewall,-1.4938122148564907,82.03125
16,800.0,left mid nasal sidewall,-0.9672932501060213,74.70703125
16,800.0,right mid nasal sidewall,-2.6408718638996267,109.86328125
16,800.0,philtrum,-0.945445275754347,125.9765625
16,800.0,left upper lip,-0.08899735603932125,68.84765625
16,800.0,right upper lip,-0.15972000267613776,158.203125
16,800.0,left nasolabial fold,-1.2065116302807024,142.08984375
16,800.0,right nasolabial fold,-0.4708999163664735,76.171875
16,800.0,left temporal,1.8422687589878715,52.734375
16,800.0,right temporal,0.6590617980969886,108.3984375
16,800.0,left malar,0.08204271481937199,39.55078125
16,800.0,right malar,0.03218609974876948,190.4296875
16,800.0,left lower cheek,0.32508320511945815,64.453125
16,800.0,right lower cheek,-0.5096552915434863,64.453125
16,800.0,chin,1.577414641017316,124.51171875
16,800.0,left marionette fold,-0.861399691485733,52.734375
16,800.0,right marionette fold,0.5521668897709853,180.17578125
17,850.0,lower medial forehead,0.647927492017529,136.23046875
17,850.0,left lower lateral forehead,0.775651641306408,58.59375
17,850.0,right lower lateral forehead,-0.5527127600289141,57.12890625
17,850.0,glabella,1.1667712594516413,55.6640625
17,850.0,upper nasal dorsum,0.015783116757399285,92.28515625
17,850.0,lower nasal dorsum,-1.2215970804621614,55.6640625
17,850.0,soft triangle,-1.541222473062555,61.5234375
17,850.0,left ala,0.6819500906933926,57.12890625
17,850.0,right ala,0.7379233506693972,193.359375
17,850.0,nasal tip,0.15376114953659964,62.98828125
17,850.0,left lower nasal sidewall,-0.08373142100969455,175.78125
17,850.0,right lower nasal sidewall,-1.565828782032517,82.03125
17,850.0,left mid nasal sidewall,-0.8641984523237982,74.70703125
17,850.0,right mid nasal sidewall,-2.768239208612467,109.86328125
17,850.0,philtrum,-0.49801736544992786,125.9765625
17,850.0,left upper lip,-0.013821471111541635,68.84765625
17,850.0,right upper lip,-0.4857620174087454,158.203125
17,850.0,left nasolabial fold,-1.0277702773934658,142.08984375
17,850.0,right nasolabial fold,-0.1862817060417523,76.171875
17,850.0,left temporal,1.4928664206860258,52.734375
17,850.0,right temporal,0.7388943676933885,108.3984375
17,850.0,left malar,0.28606011188529556,39.55078125
17,850.0,right malar,0.15476954047526265,190.4296875
17,850.0,left lower cheek,0.26172985485038014,64.453125
17,850.0,right lower cheek,-0.3803598146678336,64.453125
17,850.0,chin,1.6355413173586206,124.51171875
17,850.0,left marionette fold,-0.9132951113993013,52.734375
17,850.0,right marionette fold,0.8224275354407162,180.17578125
18,900.0,lower medial forehead,0.5133661509462346,136.23046875
18,900.0,left lower lateral forehead,0.9168473519882989,58.59375
18,900.0,right lower lateral forehead,-0.47783229005851335,57.12890625
18,900.0,glabella,1.3714724416600375,55.6640625
18,900.0,upper nasal dorsum,0.13695172887529286,92.28515625
18,900.0,lower nasal dorsum,-1.4303733417309468,55.6640625
18,900.0,soft triangle,-1.11545222552573,61.5234375
18,900.0,left ala,1.014098396662532,57.12890625
18,900.0,right ala,0.6392493159208532,193.359375
18,900.0,nasal tip,0.8988157293155943,62.98828125
18,900.0,left lower nasal sidewall,0.8866134268604992,175.78125
18,900.0,right lower nasal sidewall,-1.483970078973567,82.03125
18,900.0,left mid nasal sidewall,-0.6728077009343858,74.70703125
18,900.0,right mid nasal sidewall,-2.598009236928935,109.86328125
18,900.0,philtrum,0.0009003412445529003,125.9765625
